,COMBUSTÍVEL,ANO,REGIÃO,ESTADO,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,TOTAL
3574,ETANOL HIDRATADO (m3),2006,REGIÃO NORDESTE,RIO GRANDE DO NORTE,2860.368,2663.473,3059.621,2280.024,2168.648,2345.278,2388.122,2736.453,2590.235,2927.061,3395.541,3957.748,33372.57200000001
3575,ETANOL HIDRATADO (m3),2006,REGIÃO NORDESTE,PARAÍBA,36596.954000000005,3465.377,2866.206,3423.823,2623.209,2877.697,2709.646,2446.408,2904.163,2787.571,3025.156,3416.741,4050.957
3576,ETANOL HIDRATADO (m3),2006,REGIÃO NORDESTE,PERNAMBUCO,10557.24,107508.489,9502.178,8946.202,9798.434,7669.52,8834.274,8338.327,8207.457,8282.929,8802.376,9159.389,9410.163
3577,ETANOL HIDRATADO (m3),2006,REGIÃO NORDESTE,ALAGOAS,2842.824,2978.243,34903.254,2900.03,2501.477,3413.046,2693.331,2683.9,2824.144,2800.569,3198.668,3114.534,2952.488
3578,ETANOL HIDRATADO (m3),2006,REGIÃO NORDESTE,SERGIPE,1078.055,1085.512,1220.1,12774.683000000003,1228.159,1176.624,1150.692,994.694,855.604,955.498,856.92,1041.823,1131.002
3579,ETANOL HIDRATADO (m3),2006,REGIÃO NORDESTE,BAHIA,7144.629,7324.058,8056.958,10494.022,95525.759,9955.464,8918.374,8235.874,6304.96,6547.798,7438.502,7112.381,7992.739
3580,ETANOL HIDRATADO (m3),2006,REGIÃO SUDESTE,MINAS GERAIS,30554.995,33912.898,34361.765,32338.988,40671.49,371414.323,35623.539,27749.846,24777.996,22700.221,27865.428,28572.107,32285.05
3581,ETANOL HIDRATADO (m3),2006,REGIÃO SUDESTE,ESPÍRITO SANTO,3234.227,3518.866,3861.985,3739.11,3799.162,4669.767,42426.780999999995,4679.071,4069.983,2972.728,2263.892,2702.801,2915.189
3582,ETANOL HIDRATADO (m3),2006,REGIÃO SUDESTE,RIO DE JANEIRO,14592.876,16830.97,17486.199,20931.142,20324.149,27035.622,25953.198,224254.942,22012.196,19660.87,13710.091,11615.183,14102.446
3583,ETANOL HIDRATADO (m3),2006,REGIÃO SUDESTE,SÃO PAULO,300792.976,304626.326,317084.422,333675.58,346615.732,343433.322,344345.112,390286.304,3743678.35,277455.593,281969.41,257521.237,245872.336
3584,ETANOL HIDRATADO (m3),2006,REGIÃO SUL,PARANÁ,30647.195,36117.356,39021.872,44632.14,45095.897,49014.56,49151.671,52556.603,61120.603,520583.657,39472.747,39442.026,34310.987
3585,ETANOL HIDRATADO (m3),2006,REGIÃO SUL,SANTA CATARINA,12448.469,11612.966,14233.43,13907.004,15750.091,16173.302,18026.864,17076.483,18210.993,22649.507,193058.537,18180.654,14788.774
3586,ETANOL HIDRATADO (m3),2006,REGIÃO SUL,RIO GRANDE DO SUL,12538.806,11364.401,9987.69,12281.76,12408.103,12082.734,12358.331,13014.583,14730.317,15283.093,18451.659,158758.98100000003,14257.504
3587,ETANOL HIDRATADO (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,6342.696,4736.28,4454.788,3838.6,4295.864,4820.06,5568.39,5605.18,5906.79,5903.94,5960.77,7858.98,65292.338
3588,ETANOL HIDRATADO (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO,72465.484,7670.82,6479.399,5526.052,4499.651,4550.678,4697.32,5586.86,6480.192,5980.013,6153.292,6961.313,7879.894
3589,ETANOL HIDRATADO (m3),2006,REGIÃO CENTRO-OESTE,GOIÁS,32793.438,238581.37999999998,18408.646,16226.559,11588.359,10509.86,16580.38,17183.518,18813.972,20525.173,23934.764,25670.387,26346.324
3590,ETANOL HIDRATADO (m3),2006,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,8458.662,9255.634,80855.55800000002,6549.214,6087.154,5345.894,5014.809,5887.52,6098.045,5855.904,7295.577,6797.775,8209.37
3591,ETANOL HIDRATADO (m3),2007,REGIÃO NORTE,RONDÔNIA,2860.878509297135,2809.090309367676,2770.6212990195145,21534.122957707965,1270.8983724301786,1027.325776463601,1223.5869135250925,1084.9967777493596,1286.5178139977709,1307.134174551016,1630.4816620153808,1981.5474702516296,2281.0438790396115
3592,ETANOL HIDRATADO (m3),2007,REGIÃO NORTE,ACRE,620.2562228024158,654.7526793220154,683.4060611382833,637.8133530557295,6373.692359878934,447.5091829633783,345.89548064298793,403.66813263007396,435.5475854354713,474.4094311738893,453.89875797921604,596.1002650216415,620.4352077138319
3593,ETANOL HIDRATADO (m3),2007,REGIÃO NORTE,AMAZONAS,3230.4359535106532,3461.309761517077,4220.148105838098,4211.365793707374,4125.7949432208725,32504.388960829474,1486.4445029098451,1667.0501764391993,1776.0153594593023,1787.5943280814565,1806.2144346638565,2104.562962789558,2627.452638692179
3594,ETANOL HIDRATADO (m3),2007,REGIÃO NORTE,RORAIMA,127.17226281686672,179.9633834890343,173.2790140395012,176.94901689229886,240.640152028501,258.76661343055764,2256.2695941568436,195.88734727590105,123.69459737800949,235.0943083329987,279.89940861627537,164.22786314234884,100.69562671454993
3595,ETANOL HIDRATADO (m3),2007,REGIÃO NORTE,PARÁ,1143.536569013773,1554.3378017949956,1746.6825899020196,1772.4594756866893,2276.983895521607,2095.721223187512,2278.056683609537,17748.831564598062,1116.0558105613666,813.5874122942869,955.6958215985801,967.8843876308637,1027.8298937968298
3596,ETANOL HIDRATADO (m3),2007,REGIÃO NORTE,AMAPÁ,158.26517562293446,116.74477069424753,83.73523645594928,110.68805612587614,82.85583645138988,128.38700936221795,165.26030111754193,207.69956987912968,1452.373910340076,94.22986063251135,79.04404540422794,113.52568931269724,111.93835928135245
3597,ETANOL HIDRATADO (m3),2007,REGIÃO NORTE,TOCANTINS,1539.88344102814,1760.7883841271405,2070.2497405027107,3137.710566934741,3268.791492626087,3487.350127762515,3929.7128096380006,3792.280201152411,4030.752753741812,31757.231147487553,1771.4524176384382,1422.10855873033,1546.150653605231
3598,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,MARANHÃO,2904.4222638958104,2713.144753010678,2807.4082540896666,3199.3543342650505,3934.6439208948,4697.26970508903,4841.57019136384,5936.444736650134,6429.64387683955,6579.556205853758,49095.93492419117,2660.935432613045,2391.5412496257995
3599,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,PIAUÍ,1137.5212176636144,1340.519123707789,1274.4234576769798,1252.702641446399,1422.2322856408198,1628.1098670530307,1832.4738847641083,1722.5051782866333,2159.5589004241037,2188.3883271629134,2135.7036848773605,19439.832336395884,1345.6937676921334
3600,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,CEARÁ,7483.340190869411,6796.085667073869,7798.734868790705,7283.485704929895,7785.06247596105,7840.216684103063,8459.10878247617,9725.753165661821,9916.5648832262,11622.870252340925,11586.368818576648,11580.485431550373,107878.07692556015
3601,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,RIO GRANDE DO NORTE,67384.43440725446,4622.835228167854,4071.7488762770918,4827.691529836978,4592.734120784727,4863.1527471087265,4832.8652377301105,5822.182095198643,6245.732666347237,5870.315868859212,6831.902707770415,7370.614663355738,7432.658665817739
3602,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,PARAÍBA,6946.625216490536,63588.61038192374,5240.700483377268,4797.171306585141,5575.25335535637,4705.301713951365,4565.147198170909,4765.2762571341445,4751.4293056890965,4950.739481490553,4850.238285680161,5861.562325408285,6579.1654525899075
3603,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,PERNAMBUCO,15733.1806778991,19244.71372433482,163306.06057458976,10798.66911469582,9598.26592409564,11267.444823548803,11147.786258127615,12567.957143595448,13330.735851430873,14038.659473077503,15387.240493712052,14710.624313102786,15480.782776969336
3604,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,ALAGOAS,5260.450220194799,5857.231589736088,6311.253239065202,51462.020995216364,3587.699146992379,2918.3815869250225,3314.814703468178,3329.2725074795117,3552.4145987229463,4028.2091830921822,4133.997301373016,4590.547316702671,4577.749601464368
3605,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,SERGIPE,1339.4123802210756,1646.992502972104,1867.9638993348017,2061.333888498011,16849.144331710795,1279.060633687875,1062.2650841545055,1215.4769392288813,1117.1792478524915,1178.5751057820555,1282.1752069012368,1279.566806680646,1519.142636397111
3606,ETANOL HIDRATADO (m3),2007,REGIÃO NORDESTE,BAHIA,15102.440384930622,15019.796118466995,19499.57507834256,20369.18099188313,22312.040923474815,173953.4922228879,11744.906319293726,9585.085758910112,11786.213031691155,10886.935666598494,11795.24272770605,12295.972316045845,13556.102905544396
3607,ETANOL HIDRATADO (m3),2007,REGIÃO SUDESTE,MINAS GERAIS,50977.01920494575,53870.32169793389,55942.99128449426,67096.2623779658,66579.83137691989,73131.27794595454,602743.9475070233,43644.180690654815,34849.96977754242,38889.31681184996,35760.37543979472,39031.05439634586,42971.346502621294
3608,ETANOL HIDRATADO (m3),2007,REGIÃO SUDESTE,ESPÍRITO SANTO,4418.216826446558,5531.373418650729,6010.133171151026,6042.775172275609,8130.9890146806065,8444.019222953277,9453.930093193603,70831.09162867712,4733.742877124568,4475.868640745055,4987.620279778094,4253.286733466176,4349.136178211827
3609,ETANOL HIDRATADO (m3),2007,REGIÃO SUDESTE,RIO DE JANEIRO,21935.9074058408,23035.46333975454,26145.32353785109,27837.981603610595,26911.87218982366,33630.79473765449,45489.39173175139,50209.25256502128,359404.27018799866,21397.974459325804,19895.610083498235,31535.54205895205,31379.156474914744
3610,ETANOL HIDRATADO (m3),2007,REGIÃO SUDESTE,SÃO PAULO,404925.074962551,423981.76608612033,433099.86447048315,453207.27015821106,493069.465153302,469893.85682430654,563463.8158824225,539422.8209400851,582239.4214658682,5545120.145384235,387144.27699842467,364148.9312465075,430523.58119595336
3611,ETANOL HIDRATADO (m3),2007,REGIÃO SUL,PARANÁ,48703.37050080348,40911.36753573065,45306.525651195945,55746.07746782758,59017.64270400225,62808.59110822599,65360.60374685405,81570.8140813051,79768.23558766977,84125.911160063,701253.4184130311,40753.39104677269,37180.88782258063
3612,ETANOL HIDRATADO (m3),2007,REGIÃO SUL,SANTA CATARINA,15524.489761399791,18348.683031574456,15984.619461473705,15922.199239178957,15952.370438109827,17454.3010154372,20337.21191452521,21362.98857146792,26613.449912493135,26971.252492684027,29338.66371115108,242397.14000834973,18586.910458854403
3613,ETANOL HIDRATADO (m3),2007,REGIÃO SUL,RIO GRANDE DO SUL,14613.052322395588,11478.297243684334,14492.84873154611,11975.578591412055,13879.500664448355,14350.291719093862,17372.448634619268,20541.428389598186,21841.52322891276,27395.660250308076,28100.053699004733,24256.73772846649,220297.42120348982
3614,ETANOL HIDRATADO (m3),2007,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,105473.41753511073,7129.30077574739,6031.777187803802,6984.048582737338,6620.11610129155,6748.413078508104,7087.158847377458,8660.238157434636,9307.97207770548,10003.537454810314,12321.911607022113,11303.052978530297,13275.89068614226
3615,ETANOL HIDRATADO (m3),2007,REGIÃO CENTRO-OESTE,MATO GROSSO,14034.444147525246,107203.41361000913,7094.833478518847,6498.882595806258,7198.805533026175,7008.264964368276,5605.398300117332,6507.619901619688,7378.428032448637,8551.589182874279,10386.898574908453,14083.364842922725,12854.88405587321
3616,ETANOL HIDRATADO (m3),2007,REGIÃO CENTRO-OESTE,GOIÁS,46662.441888540634,47551.94603528836,435305.5383965421,27573.45617667273,26040.615039088585,30912.595004548046,27408.022837725486,30105.77872117652,35791.2527008898,34311.66773860448,40641.78632075074,39973.650763659076,48332.32516959758
3617,ETANOL HIDRATADO (m3),2007,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,20956.67559668389,20589.688686910507,14448.774265406139,150221.3805308038,6703.745903707384,6618.271882679901,9042.243751242275,6366.995179036924,7442.277389747971,9565.335827187859,13674.06750607585,18020.891491608236,16792.413050516876
3618,ETANOL HIDRATADO (m3),2008,REGIÃO NORTE,RONDÔNIA,3907.896482278264,4034.715106192282,4095.02409046265,4600.948725400766,40583.80079150002,2549.375403939388,2325.2419854477644,2470.781248211273,2763.2073067927217,3005.022106683287,3086.2814131056707,3913.206225480291,3832.1006975056575
3619,ETANOL HIDRATADO (m3),2008,REGIÃO NORTE,ACRE,858.3243453366821,835.146833298033,930.3297896562235,858.2585099026271,975.472818735977,9511.650468794433,687.0702722843669,571.3192460976619,646.7509758267493,697.2298863926378,763.3614347635582,808.2902502855537,880.0961062143607
3620,ETANOL HIDRATADO (m3),2008,REGIÃO NORTE,AMAZONAS,4616.846191293983,4646.6553595216765,5011.749392300455,5223.683145665557,4999.319355576802,5920.413122397976,54703.03304482845,3727.7697318730006,3693.936723629663,4101.832751221506,4278.00126992535,4361.844652626862,4120.981348795625
3621,ETANOL HIDRATADO (m3),2008,REGIÃO NORTE,RORAIMA,239.5027857147832,271.98816175669356,174.71485972254553,303.6519977627705,257.916787707817,239.09154556065073,318.567438290879,2865.8174999384964,196.6872689779636,202.82130967572178,205.66594146837807,206.48140917808618,248.72799412220712
3622,ETANOL HIDRATADO (m3),2008,REGIÃO NORTE,PARÁ,2366.2368378729716,2427.506541428775,2835.803389880247,2650.8535189799627,3207.1590290707445,3183.8376850560007,2933.2701232054737,3549.9671168311143,31548.272018607593,2103.6627645039,2001.3106536042071,2170.77397061349,2117.890387560704
3623,ETANOL HIDRATADO (m3),2008,REGIÃO NORTE,AMAPÁ,284.05238917330973,289.3823679394458,265.7661455962599,215.4497933773769,169.52391557134226,175.88346207233067,145.17515628592625,201.20891223023511,331.55775140894133,2771.449260584283,192.19968920286254,203.72853665832108,297.5211410679315
3624,ETANOL HIDRATADO (m3),2008,REGIÃO NORTE,TOCANTINS,3543.445632836055,3919.388601515196,4189.4027236966285,4439.297677756754,5852.567035398576,4879.717733221262,5543.303358623206,5556.021887786453,4643.242366641688,6041.268272157232,55781.18652375963,3558.313559071181,3615.2176750553986
3625,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,MARANHÃO,6378.393084003972,6879.286811000274,7387.873583467052,8304.188484841185,8019.239293513019,9290.506506875488,8876.552338307867,9845.982825248228,9199.79434146872,12696.44441508524,13726.297817008302,107358.39678435284,6753.837283533484
3626,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,PIAUÍ,2286.4110784396107,1856.5712440559487,2095.2896808391374,2160.7009100022296,2274.101993197704,2141.38495593828,2390.841962959774,2456.988909730796,2562.997686033396,2728.055509138782,2407.788181389719,2913.4915963358476,28274.623708061226
3627,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,CEARÁ,152940.7535053873,12259.42655015554,10977.762449696062,11995.888247917253,11939.891740051155,12849.558718594337,12406.513638637707,13975.771950205655,11813.490832766074,12441.485736629476,13654.58299949316,12934.376306618802,15692.004334622085
3628,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,RIO GRANDE DO NORTE,8504.22268208877,94711.92726376223,8047.52516819645,7039.038898375602,8867.715736984837,8150.552324380134,8377.194178443722,8230.0310075433,8499.677406170124,6877.351751922948,7340.513576993066,7718.409355815906,7059.695176847359
3629,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,PARAÍBA,6540.2470505152605,8537.62895355259,89659.65933651994,7495.692762651522,7090.5571677815,7656.132092253961,7783.927374411769,8300.007289076646,8531.904949713648,7688.909655983782,6366.205119137505,6628.565465432454,7039.881456009306
3630,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,PERNAMBUCO,22632.18452044326,23668.12326627234,28516.11405967471,280705.41406581685,21323.378256847427,20200.621261235272,23167.30570534284,23486.079905088183,26984.76929778666,25250.03648466581,24465.965269718894,19888.475031868053,21122.36100687338
3631,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,ALAGOAS,6822.235384834291,7248.7123910395685,6776.406949773609,8318.267064429554,83104.3222095544,6576.186300190677,5878.47326773277,6178.512625902115,6780.116872251685,7148.7108619090295,7183.433189802675,7849.948862626401,6343.318439062029
3632,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,SERGIPE,2253.95694916333,2496.0029466040287,2768.8713335387115,2539.683006104034,3390.7492290604428,29434.484394979474,2373.7119318446175,2074.6276540100116,2051.9841447791337,2151.667380250468,2350.8289427206146,2433.5048670125066,2548.896009891575
3633,ETANOL HIDRATADO (m3),2008,REGIÃO NORDESTE,BAHIA,32855.44359056552,32494.82166675991,34314.50547213622,37361.78933091031,34520.046945521244,40112.65792397142,369506.45846788853,24714.257735307103,20837.485998918288,24981.45236124542,27391.434343750527,29630.947441284497,30291.615657518054
3634,ETANOL HIDRATADO (m3),2008,REGIÃO SUDESTE,MINAS GERAIS,75419.6978055516,83053.14908774519,79875.46669731657,85222.34318089177,91730.60346227363,83550.32980957339,105865.45725240168,957199.8105418545,70148.68774776424,63337.48264817459,67775.73732876382,74585.04017531167,76635.81534608651
3635,ETANOL HIDRATADO (m3),2008,REGIÃO SUDESTE,ESPÍRITO SANTO,11226.63980607843,10549.90055788611,11788.244611594379,11463.505510030087,12405.332238447529,13406.149030550943,12190.305665631617,15310.45998028452,137246.7652652673,9599.986972792662,8240.865363632054,10069.648049345786,10995.727478993209
3636,ETANOL HIDRATADO (m3),2008,REGIÃO SUDESTE,RIO DE JANEIRO,53338.84964323694,53322.20485590034,51439.8637185843,54684.0990961232,55489.04032672208,59767.28815294494,70992.73834017945,65498.127766488986,74579.11296747108,677059.601673075,45297.47632264909,43035.26781400032,49615.53266877428
3637,ETANOL HIDRATADO (m3),2008,REGIÃO SUDESTE,SÃO PAULO,558019.7333813194,589464.3810597277,580873.1510971624,570126.4479433707,599724.4589194501,627610.1030126297,663032.6088161247,658866.8961626525,625070.9006559746,715237.7431001988,7251252.891940923,530547.3015146354,532679.1662776781
3638,ETANOL HIDRATADO (m3),2008,REGIÃO SUL,PARANÁ,64960.11205229028,67602.21719483922,70990.58564713792,73160.81711425385,72884.8320165945,79285.8043924497,77466.2967833805,80643.00346769232,83737.95012552703,79368.48088597337,92159.87269414448,904330.3001005773,62070.32772629436
3639,ETANOL HIDRATADO (m3),2008,REGIÃO SUL,SANTA CATARINA,27860.291194481193,26718.55727974897,27078.0950009252,28702.00427051431,28447.59344484945,27400.358771297404,30450.606837814335,30201.260951826855,33721.93404063399,35652.98284988522,35757.72203705613,44167.07032050094,376158.47699953394
3640,ETANOL HIDRATADO (m3),2008,REGIÃO SUL,RIO GRANDE DO SUL,324890.39522094897,23354.16402332005,21008.050809607925,24344.976472953655,25107.32232728929,25916.591470761818,24076.53088510623,25710.27236139102,25662.039425654486,27713.096487199342,29705.43961576197,31129.805736779494,41162.10560512369
3641,ETANOL HIDRATADO (m3),2008,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,19445.611535185453,166280.14711873574,11731.49450700521,11075.99941191367,11811.869261593256,12104.390807037791,12700.522039721049,11797.343878631194,14449.971450612673,14244.78817949737,15116.109210676359,16631.068287420112,15170.978549441608
3642,ETANOL HIDRATADO (m3),2008,REGIÃO CENTRO-OESTE,MATO GROSSO,26895.61728510563,32911.681253811505,276849.03809928027,19292.241867237644,17736.392080439455,18624.58893990961,19094.182931945146,19146.925142261887,20824.171053802853,24327.852896269942,24324.896420263638,26898.699252446662,26771.788975786312
3643,ETANOL HIDRATADO (m3),2008,REGIÃO CENTRO-OESTE,GOIÁS,57234.865171832134,51072.661161271455,60524.16125555882,610591.2909335361,44942.38444006755,44564.59806664315,47566.19493482614,49528.39173636997,48807.293912629044,47536.39840752455,53775.27157803556,50926.304431479955,54112.76583729776
3644,ETANOL HIDRATADO (m3),2008,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,15524.462659454328,17140.77718192235,14562.396244995924,17318.150129352438,174775.8687619298,11934.641926733499,13730.423039893265,14306.608699239196,12986.421238244677,14121.523444735783,13737.917754622127,14113.897650115105,15298.648792621116
3645,ETANOL HIDRATADO (m3),2009,REGIÃO NORTE,RONDÔNIA,5413.8,5853.9,5165.269999999999,4233.32,4744.25,57187.67253687595,4646.6,3809.6020000000003,4377.4,4422.35,4426.3,4853.580536875951,5241.3
3646,ETANOL HIDRATADO (m3),2009,REGIÃO NORTE,ACRE,1056.0,1089.0,1095.0,1148.0,963.0,921.0,11952.007156946485,907.0,845.0,957.0,960.0,968.0,1043.0071569464858
3647,ETANOL HIDRATADO (m3),2009,REGIÃO NORTE,AMAZONAS,6889.248160751375,6947.5,7480.5,8128.5,7350.981000000001,6899.872,7361.128,79600.72916075138,5416.0,5146.0,5873.0,6105.0,6003.0
3648,ETANOL HIDRATADO (m3),2009,REGIÃO NORTE,RORAIMA,251.2,236.402156355782,246.67,239.8,284.6,228.0,245.2,253.2,2908.0721563557818,234.6,219.4,244.6,224.4
3649,ETANOL HIDRATADO (m3),2009,REGIÃO NORTE,PARÁ,3686.1659999999997,3629.58,4034.423738182484,4508.0,4409.299999999999,4696.950000000001,4343.166,3480.6,3430.1499999999996,46192.33573818248,3359.35,3192.15,3422.5
3650,ETANOL HIDRATADO (m3),2009,REGIÃO NORTE,AMAPÁ,533.1,612.15,581.45,756.1520853493421,825.1,939.6,908.15,799.0,626.0,808.0,8297.102085349343,399.05,509.35
3651,ETANOL HIDRATADO (m3),2009,REGIÃO NORTE,TOCANTINS,4114.950000000001,5399.3,5345.02,5322.84,5724.261971997201,6761.33,6028.75,6718.420000000001,6783.479999999999,5677.73,7006.82,69709.1519719972,4826.25
3652,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,MARANHÃO,10854.8,9646.85,10989.099999999999,11080.9,11176.742000000002,12259.230780754411,13819.0,13198.756,13764.8,13033.2,10963.3,11861.5,142648.17878075442
3653,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,PIAUÍ,33108.091274958475,2818.05,2432.6,2667.5,2551.05,2732.5,2930.071274958478,3092.55,2921.05,2927.57,3104.5,2257.55,2673.1
3654,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,CEARÁ,14302.55,174591.73307874388,15325.0,12883.055,13761.029,13981.05,12706.284,13773.331078743895,16664.934,16029.5,16436.5,16160.5,12568.0
3655,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,RIO GRANDE DO NORTE,7803.42,7752.0,98373.70126504461,8454.73,6769.969999999999,8072.041,8498.34,7653.95,7888.411265044611,9124.84,8951.819,8665.3,8738.880000000001
3656,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,PARAÍBA,10439.98,9165.85,11177.73,112976.61746351601,8582.68,7664.73,8448.83,8820.010000000002,8364.269999999999,9771.187463516018,10439.59,9717.149999999998,10384.609999999999
3657,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,PERNAMBUCO,33997.386,32453.650000000005,28924.75,37840.28,365487.1572139879,27151.6,22610.85,26912.680000000004,26660.45,29120.170000000006,33085.31821398787,34045.102999999996,32684.92
3658,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,ALAGOAS,8796.55,9363.55,9764.091,8364.55,9388.0,104514.39353101802,8151.9,7211.249999999999,8099.589999999999,8269.6,8512.3,8752.062531018011,9840.95
3659,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,SERGIPE,5068.5,4846.5,5237.595,5138.0,4019.0,4568.298,52496.415147684085,3714.0,3288.0,3672.0,4154.5,3948.0,4842.022147684079
3660,ETANOL HIDRATADO (m3),2009,REGIÃO NORDESTE,BAHIA,46107.55803144764,49332.558999999994,45230.509999999995,49893.274,49512.888,39459.361999999994,51403.63499999999,541169.6670314476,42481.998000000014,37916.774,39653.407999999996,46345.573999999986,43832.127000000015
3661,ETANOL HIDRATADO (m3),2009,REGIÃO SUDESTE,MINAS GERAIS,102048.77699999999,101280.39523544627,116055.33499999999,107644.22499999998,112883.139,107303.78699999997,85392.15199999999,103414.85,1204429.5292354464,91518.58,84373.004,92266.31599999999,100248.96900000001
3662,ETANOL HIDRATADO (m3),2009,REGIÃO SUDESTE,ESPÍRITO SANTO,15098.08,14220.599999999999,15224.55326995904,16431.0,15401.483999999999,16566.54,14605.153999999999,10523.748,11949.15,172831.92626995902,14770.917,13655.55,14385.15
3663,ETANOL HIDRATADO (m3),2009,REGIÃO SUDESTE,RIO DE JANEIRO,72006.42399999998,72192.853,69365.47700000001,71288.67344674144,74320.13,70265.18899999998,81294.519,75679.95200000002,66503.242,70555.267,872813.8494467414,82615.195,66726.928
3664,ETANOL HIDRATADO (m3),2009,REGIÃO SUDESTE,SÃO PAULO,617720.782,700519.5390000001,737570.05,687715.5430000001,715570.3831328839,726088.4020000004,724843.9419999999,761222.4260000001,787765.5960000005,698273.4550000003,819605.4839999997,8609999.211132886,633103.609
3665,ETANOL HIDRATADO (m3),2009,REGIÃO SUL,PARANÁ,92519.978,83914.129,94625.314,100771.44,94055.145,97085.53245431067,101827.401,99836.39499999999,108688.97699999998,110043.892,99636.59100000001,110025.12899999999,1193029.9234543105
3666,ETANOL HIDRATADO (m3),2009,REGIÃO SUL,SANTA CATARINA,498649.8500366926,39863.15499999999,37417.67999999999,40336.75999999998,42233.90999999999,39089.532999999996,39769.83303669261,48559.696999999986,46223.87699999999,51936.779,43882.341,31930.244000000002,37406.041
3667,ETANOL HIDRATADO (m3),2009,REGIÃO SUL,RIO GRANDE DO SUL,25733.909999999996,403028.33346053597,35676.46899999999,31524.784999999996,33819.43999999999,37360.49800000001,35129.795,36871.70946053605,38243.394,35887.708,41862.157999999996,30440.578,20477.889
3668,ETANOL HIDRATADO (m3),2009,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,15425.915000000003,18312.139999999996,207976.53211583753,16982.56,14944.756,17233.65,18638.49,16879.042,16432.755115837514,18399.960000000003,17266.364,18297.374999999993,19163.524999999998
3669,ETANOL HIDRATADO (m3),2009,REGIÃO CENTRO-OESTE,MATO GROSSO,37742.81800000001,33835.00599999999,38602.94300000001,393940.6233122963,30462.659999999996,27492.028000000002,30328.525,32420.43,29174.01,30835.27531229626,35643.492000000006,32816.85899999999,34586.57699999999
3670,ETANOL HIDRATADO (m3),2009,REGIÃO CENTRO-OESTE,GOIÁS,71467.947,75896.36100000003,67802.926,79012.23000000001,773681.4774333242,53004.547,50992.36,56401.99,60328.48799999999,57690.91999999999,61829.83143332422,71440.577,67813.3
3671,ETANOL HIDRATADO (m3),2009,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,22899.94,24183.0,23808.933,17302.916,18891.78,239353.89050835848,14782.0,15251.379,18557.912,18622.0,18900.75,22445.599508358493,23707.681
3672,ETANOL HIDRATADO (m3),2010,REGIÃO NORTE,RONDÔNIA,3282.3,3688.6,4473.121999999999,4238.45,4284.98680082036,4577.986800820359,40080.717122789225,3086.0,1758.2,2320.817360164072,2563.9041609844307,2717.4,3088.95
3673,ETANOL HIDRATADO (m3),2010,REGIÃO NORTE,ACRE,843.0,776.0,553.0,1201.0,1012.0,1093.018141042993,1261.018141042993,9494.531679546175,802.0,406.47,517.0036282085986,527.0217692515916,503.0
3674,ETANOL HIDRATADO (m3),2010,REGIÃO NORTE,AMAZONAS,4670.262,4494.0,4716.055,5218.0,5246.0,4659.941000000001,4188.12081989502,5706.720819895019,54875.69378764306,4844.0,3630.185,3247.264163979004,4255.144983874024
3675,ETANOL HIDRATADO (m3),2010,REGIÃO NORTE,RORAIMA,228.00529672996234,213.2,198.4,220.0,215.0,245.0,166.5,229.00441394163528,276.6044139416353,2756.3150074015603,259.2,251.4,254.00088278832706
3676,ETANOL HIDRATADO (m3),2010,REGIÃO NORTE,PARÁ,2533.464022366914,3168.4841342014847,3462.5799999999995,4028.8500000000004,4990.900000000001,4971.75,5111.6,4931.674,4513.580111834571,4377.0701118345705,46966.602380237535,2483.25,2393.4
